AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
30-44,37.1,8919,"Andrews, Sir. Zachary",male,3,0
0-17,15.9,8920,"Stephenson, Mr. Terry",male,3,0
0-17,6.3,8921,"Rosario, Major. Frank",male,3,1
0-17,0.1,8922,"Marsh, Lady. Pamela",female,3,1
0-17,5.6,8923,"Sims, Countess. Jacqueline",female,3,1
0-17,14.9,8924,"Holmes, Dr. Andrea",female,1,1
30-44,35.5,8925,"Torres, Dr. April",female,1,1
18-29,18.1,8926,"Fisher, Dr. Denise",female,3,1
0-17,0.4,8927,"Smith, Dr. Alexander",male,1,1
30-44,32.8,8928,"Allen, Rev. Paul",male,1,0
18-29,20.6,8929,"Rogers, Major. Chase",male,1,0
30-44,39.9,8930,"Stevens, Col. Warren",male,1,0
30-44,35.1,8931,"Anderson, Dr. Brian",male,1,0
30-44,39.6,8932,"Ibarra, Countess. Julie",female,1,1
30-44,38.8,8933,"Zimmerman, Countess. Catherine",female,2,1
45-59,47.5,8934,"Thompson, Miss. Angela",female,1,1
60+,69.1,8935,"Campbell, Rev. James",male,1,0
30-44,35.5,8936,"Schmidt, Lady. Kelly",female,3,0
45-59,51.8,8937,"Cox, Dr. Donald",male,1,1
0-17,7.4,8938,"Clay, Miss. Lisa",female,2,1
45-59,49.4,8939,"Rosario, Major. Chris",male,1,1
18-29,28.8,8940,"Lloyd, Dr. Linda",female,1,1
30-44,43.6,8941,"Kelley, Dr. Leonard",male,3,0
60+,62.1,8942,"Tanner, Dr. Jose",male,1,1
0-17,13.8,8943,"Hill, Dr. Jeffrey",male,1,0
30-44,41.2,8944,"Acosta, Col. Patrick",male,1,1
45-59,54.0,8945,"West, Mr. Charles",male,1,0
18-29,21.9,8946,"Hamilton, Major. Matthew",male,3,0
0-17,13.3,8947,"Jackson, Miss. Angela",female,3,0
45-59,56.4,8948,"Clark, Col. Matthew",male,1,0
18-29,28.2,8949,"Moore, Mr. Adrian",male,2,0
0-17,0.2,8950,"Lamb, Countess. Rachael",female,2,1
45-59,46.8,8951,"Colon, Lady. Jessica",female,1,1
18-29,22.7,8952,"Cole, Lady. Kathy",female,3,1
0-17,12.9,8953,"Jones, Miss. Samantha",female,1,1
0-17,10.6,8954,"Ross, Major. Michael",male,2,1
30-44,31.7,8955,"Washington, Major. Jacob",male,1,1
0-17,17.2,8956,"Wright, Dr. Stacey",female,1,1
18-29,23.9,8957,"Robinson, Countess. Carrie",female,1,1
45-59,45.7,8958,"Donovan, Mr. Jeffrey",male,1,0
30-44,41.5,8959,"Gould, Major. Robert",male,1,0
30-44,43.5,8960,"Wilson, Dr. Terry",male,2,0
30-44,42.2,8961,"Long, Mr. Alejandro",male,2,1
0-17,12.7,8962,"Myers, Mrs. Christine",female,1,1
0-17,5.7,8963,"Martinez, Sir. Christopher",male,2,0
18-29,20.2,8964,"Newman, Countess. Mary",female,3,0
18-29,22.4,8965,"Hunt, Lady. Laura",female,2,1
30-44,38.6,8966,"Richard, Sir. Daniel",male,2,0
0-17,10.6,8967,"Williams, Mrs. Sandy",female,2,1
30-44,32.6,8968,"Vasquez, Lady. Daisy",female,3,1
0-17,2.7,8969,"Lee, Countess. Rebecca",female,3,1
30-44,32.2,8970,"Anderson, Mrs. Terry",female,1,1
18-29,23.5,8971,"Perez, Miss. Tiffany",female,3,1
0-17,14.1,8972,"Yang, Dr. Laura",female,3,0
45-59,46.0,8973,"Johnson, Countess. Sonya",female,1,1
18-29,25.8,8974,"Peterson, Countess. Sandra",female,3,0
18-29,28.9,8975,"Castillo, Mrs. Laura",female,3,0
30-44,30.9,8976,"Bridges, Sir. Stephen",male,2,0
18-29,27.5,8977,"Frank, Countess. Jessica",female,3,0
60+,68.2,8978,"Mora, Rev. William",male,1,0
18-29,29.4,8979,"Ross, Countess. Elizabeth",female,1,1
18-29,29.6,8980,"Spencer, Lady. Beth",female,2,1
0-17,0.1,8981,"Aguilar, Mr. Daniel",male,3,0
18-29,20.2,8982,"Simmons, Major. James",male,2,1
30-44,41.5,8983,"Oconnor, Countess. Kristin",female,1,1
30-44,33.6,8984,"West, Sir. Jerry",male,2,0
18-29,25.5,8985,"Kim, Lady. Stephanie",female,1,1
30-44,37.8,8986,"Young, Sir. Lawrence",male,1,0
30-44,34.0,8987,"Owens, Dr. Leslie",female,1,1
45-59,55.1,8988,"Butler, Sir. Aaron",male,1,0
30-44,34.7,8989,"Miller, Rev. Oscar",male,1,0
18-29,26.5,8990,"York, Lady. Leslie",female,1,1
0-17,17.5,8991,"Molina, Mr. George",male,2,0
0-17,9.1,8992,"Hernandez, Major. Donald",male,2,0
30-44,42.0,8993,"Oconnor, Dr. Ryan",male,1,1
30-44,41.4,8994,"Moore, Miss. Mary",female,2,1
30-44,33.9,8995,"Williams, Col. Michael",male,2,0
30-44,35.1,8996,"Sharp, Major. Shawn",male,3,0
30-44,35.7,8997,"Johnson, Col. Gary",male,1,1
30-44,44.8,8998,"Dunn, Major. David",male,1,0
30-44,40.1,8999,"Mckinney, Lady. Rachel",female,2,1
18-29,23.3,9000,"Torres, Dr. Justin",male,3,1
45-59,57.9,9001,"Fisher, Countess. Dorothy",female,1,1
30-44,44.3,9002,"Reed, Major. Mark",male,1,0
0-17,16.6,9003,"Watson, Miss. Maria",female,1,1
0-17,17.9,9004,"Robertson, Mr. Jacob",male,2,0
0-17,14.7,9005,"Barnes, Col. Michael",male,2,0
18-29,29.9,9006,"Norris, Dr. Kimberly",female,1,1
45-59,57.0,9007,"Wheeler, Mr. Jeremy",male,1,0
0-17,6.3,9008,"Lowery, Lady. Caitlin",female,1,1
30-44,38.2,9009,"Barnes, Col. David",male,1,1
45-59,51.8,9010,"Smith, Dr. Antonio",male,1,1
18-29,19.0,9011,"Walsh, Mrs. Veronica",female,2,1
45-59,53.6,9012,"Wilkinson, Dr. Dale",male,1,0
45-59,46.3,9013,"Mann, Lady. Teresa",female,1,1
30-44,30.0,9014,"Humphrey, Mr. Charles",male,2,1
60+,69.0,9015,"Mcdonald, Dr. Alexander",male,1,1
0-17,9.1,9016,"Ramirez, Countess. Megan",female,2,1
30-44,43.0,9017,"Turner, Col. Jeremy",male,1,1
45-59,59.8,9018,"Elliott, Mr. Brian",male,2,1
30-44,32.5,9019,"Lopez, Major. Samuel",male,1,1
0-17,14.2,9020,"Wilcox, Miss. Sydney",female,1,1
18-29,29.9,9021,"Branch, Major. Jake",male,1,1
45-59,45.0,9022,"Cervantes, Major. David",male,1,0
30-44,37.1,9023,"Oconnor, Lady. Laura",female,2,1
18-29,21.0,9024,"David, Sir. Edward",male,1,1
60+,65.0,9025,"Wright, Col. Gregory",male,1,1
30-44,44.5,9026,"Brewer, Major. Daniel",male,1,0
30-44,44.6,9027,"Kim, Dr. Jerry",male,1,1
30-44,39.7,9028,"Martin, Mrs. Kelsey",female,3,1
18-29,27.2,9029,"Vaughn, Mrs. Sheila",female,1,1
30-44,38.1,9030,"Schneider, Rev. William",male,1,1
30-44,37.9,9031,"Burns, Dr. Vincent",male,3,0
45-59,56.3,9032,"Parker, Mrs. Heather",female,1,1
18-29,29.4,9033,"Woods, Rev. Anthony",male,1,0
30-44,36.8,9034,"Wallace, Sir. Larry",male,2,0
18-29,24.8,9035,"Davis, Lady. Sandra",female,1,1
0-17,9.5,9036,"Morgan, Mr. Levi",male,2,1
30-44,39.4,9037,"Cruz, Mr. Robert",male,1,1
0-17,4.6,9038,"Lane, Mrs. Jennifer",female,2,1
30-44,44.4,9039,"Turner, Lady. Patricia",female,1,1
0-17,5.2,9040,"Rhodes, Lady. Valerie",female,2,1
0-17,14.1,9041,"Ballard, Lady. Patricia",female,3,0
45-59,46.2,9042,"Smith, Dr. Kevin",male,3,0
45-59,50.7,9043,"Johnson, Dr. Joshua",male,1,0
30-44,34.0,9044,"Parker, Major. Chad",male,3,0
0-17,8.7,9045,"Meyers, Sir. Christopher",male,1,1
45-59,52.9,9046,"Davis, Rev. Robert",male,1,0
30-44,41.1,9047,"Stewart, Major. Stephen",male,1,1
18-29,20.2,9048,"Bradley, Lady. Shelby",female,2,1
30-44,33.9,9049,"Olson, Rev. Christopher",male,3,0
18-29,27.4,9050,"Sullivan, Countess. Brianna",female,2,1
18-29,28.2,9051,"Logan, Mr. Andrew",male,2,1
30-44,34.9,9052,"Mueller, Sir. Hunter",male,2,0
30-44,30.0,9053,"Coleman, Mr. Patrick",male,1,1
18-29,26.9,9054,"Moore, Dr. Julia",female,3,1
30-44,39.0,9055,"Parker, Major. Andrew",male,1,1
0-17,5.6,9056,"Lee, Major. Jeffrey",male,2,1
60+,61.0,9057,"Rios, Miss. Alexis",female,1,1
45-59,45.6,9058,"Johnson, Dr. Douglas",male,1,0
30-44,39.9,9059,"Brown, Col. Chad",male,1,1
60+,63.1,9060,"Townsend, Mr. William",male,1,0
18-29,21.6,9061,"Schmidt, Miss. Rachel",female,1,1
18-29,20.3,9062,"Monroe, Mr. Kevin",male,2,1
30-44,33.6,9063,"Owens, Lady. Martha",female,1,1
18-29,21.8,9064,"Martin, Mr. Tyler",male,3,0
18-29,21.2,9065,"Morgan, Mr. George",male,3,0
18-29,27.7,9066,"Palmer, Countess. Melissa",female,3,1
18-29,22.4,9067,"Schmitt, Mrs. Deanna",female,1,1
45-59,46.8,9068,"Turner, Sir. David",male,2,0
18-29,21.8,9069,"Odom, Dr. Mark",male,1,0
0-17,0.3,9070,"Austin, Dr. Kenneth",male,3,1
30-44,43.2,9071,"Middleton, Rev. Seth",male,2,0
45-59,46.9,9072,"Jackson, Mrs. Diana",female,1,1
18-29,21.4,9073,"Norman, Mr. David",male,1,0
30-44,39.0,9074,"Lopez, Col. Craig",male,3,0
18-29,18.0,9075,"Norman, Dr. David",male,1,0
30-44,30.5,9076,"Davis, Dr. Antonio",male,3,1
30-44,31.2,9077,"Wagner, Col. Anthony",male,2,0
30-44,37.1,9078,"Mcintyre, Mr. Michael",male,1,0
30-44,30.5,9079,"Singh, Lady. Bonnie",female,2,1
45-59,57.8,9080,"Smith, Major. Sean",male,1,1
30-44,33.3,9081,"Arroyo, Mrs. Cynthia",female,2,1
30-44,39.9,9082,"Murphy, Dr. Matthew",male,2,0
30-44,44.8,9083,"Hendricks, Mr. Jason",male,1,0
18-29,19.5,9084,"Owen, Countess. Tiffany",female,1,1
30-44,40.8,9085,"Erickson, Mrs. Amy",female,2,1
0-17,7.3,9086,"Garrison, Dr. Joseph",male,1,0
18-29,25.5,9087,"Fry, Sir. Aaron",male,2,1
18-29,27.6,9088,"Carter, Sir. Richard",male,2,0
45-59,53.1,9089,"Webb, Rev. Michael",male,1,0
45-59,47.5,9090,"Reed, Dr. Anthony",male,2,0
30-44,31.1,9091,"Macdonald, Sir. Edward",male,1,0
45-59,51.1,9092,"Trujillo, Col. Adam",male,1,0
30-44,39.3,9093,"Roberts, Mr. Victor",male,3,1
18-29,27.8,9094,"Thompson, Mr. Dylan",male,3,0
60+,60.3,9095,"Wilson, Lady. Theresa",female,1,1
30-44,33.0,9096,"Moore, Mrs. Monica",female,2,0
30-44,34.9,9097,"Smith, Dr. Danielle",female,2,1
30-44,32.4,9098,"Parsons, Sir. Tommy",male,2,0
60+,61.7,9099,"Boyd, Rev. Tyrone",male,1,0
0-17,13.1,9100,"Warren, Mrs. Victoria",female,1,1
30-44,37.0,9101,"Cisneros, Mrs. Jennifer",female,1,1
18-29,20.8,9102,"Rios, Countess. Christy",female,1,1
45-59,49.0,9103,"Gardner, Rev. Justin",male,1,0
0-17,15.5,9104,"Peterson, Major. Jeremy",male,2,0
18-29,29.6,9105,"Smith, Countess. Hannah",female,3,1
18-29,18.0,9106,"Dean, Col. Brent",male,3,0
30-44,36.2,9107,"Forbes, Major. Joshua",male,2,0
0-17,0.2,9108,"Jones, Dr. Joyce",female,3,0
45-59,45.1,9109,"Jones, Major. Ricky",male,1,0
18-29,28.8,9110,"Rodriguez, Rev. Jeff",male,1,1
18-29,27.1,9111,"Morris, Mrs. Kristine",female,1,1
18-29,22.3,9112,"Robinson, Rev. Michael",male,2,0
45-59,59.9,9113,"Tucker, Rev. Devon",male,1,1
18-29,26.2,9114,"Carter, Lady. Valerie",female,3,1
30-44,40.8,9115,"Morris, Rev. Alex",male,1,0
18-29,29.7,9116,"White, Mr. Kevin",male,2,0
18-29,19.1,9117,"Edwards, Rev. Justin",male,2,0
0-17,5.1,9118,"Turner, Dr. Kellie",female,3,1
18-29,24.9,9119,"Smith, Dr. Russell",male,1,0
45-59,51.1,9120,"Hicks, Miss. Laurie",female,1,1
0-17,9.7,9121,"Valentine, Rev. David",male,1,0
30-44,36.4,9122,"Bradshaw, Rev. Christopher",male,1,1
18-29,20.7,9123,"Sanchez, Countess. Miranda",female,3,1
45-59,57.7,9124,"King, Countess. Kristine",female,1,1
30-44,35.9,9125,"Robles, Dr. William",male,1,1
18-29,29.5,9126,"Delgado, Lady. Alyssa",female,1,1
45-59,53.4,9127,"Price, Sir. Timothy",male,1,1
18-29,28.1,9128,"Hansen, Major. Charles",male,3,0
30-44,42.1,9129,"Foley, Mr. Eric",male,3,0
18-29,19.6,9130,"Moore, Col. Kyle",male,1,0
30-44,37.5,9131,"Carpenter, Rev. David",male,1,1
18-29,24.1,9132,"Navarro, Dr. Sean",male,2,0
30-44,40.4,9133,"Smith, Lady. Terri",female,1,1
30-44,38.0,9134,"Jones, Col. Thomas",male,1,0
30-44,41.6,9135,"Salazar, Sir. Michael",male,1,0
30-44,34.1,9136,"Hernandez, Dr. Bryan",male,1,1
18-29,28.0,9137,"Wright, Mrs. Tammy",female,1,1
18-29,20.4,9138,"Burgess, Rev. Adam",male,1,1
30-44,44.9,9139,"Morgan, Sir. Grant",male,1,1
30-44,40.0,9140,"Taylor, Dr. Luis",male,3,0
0-17,9.4,9141,"Davis, Lady. Mary",female,3,0
45-59,52.3,9142,"Horn, Rev. Larry",male,1,0
30-44,40.6,9143,"Wright, Mr. Travis",male,1,0
30-44,37.7,9144,"Peterson, Sir. William",male,2,0
0-17,4.4,9145,"Acosta, Countess. Amanda",female,3,0
45-59,47.5,9146,"Stewart, Major. Edward",male,2,1
30-44,34.3,9147,"Allen, Dr. Albert",male,2,0
0-17,15.9,9148,"Crane, Rev. Mitchell",male,3,1
30-44,36.1,9149,"Pierce, Major. Nicholas",male,1,1
18-29,26.9,9150,"Jackson, Sir. Alexander",male,2,0
45-59,53.8,9151,"Cox, Mr. Thomas",male,1,1
30-44,36.3,9152,"Brooks, Major. Curtis",male,2,0
18-29,19.2,9153,"Curry, Dr. Jacob",male,1,0
45-59,46.1,9154,"Ingram, Lady. Tracy",female,1,1
18-29,21.4,9155,"Griffin, Mr. Craig",male,2,0
45-59,51.5,9156,"Brown, Countess. Angela",female,1,1
30-44,41.3,9157,"Johnson, Mr. Travis",male,3,0
18-29,21.8,9158,"Hays, Major. Richard",male,2,1
18-29,20.4,9159,"Johnson, Col. Michael",male,3,0
45-59,58.2,9160,"Johnson, Mr. Christopher",male,1,1
30-44,34.2,9161,"Smith, Lady. Tracy",female,1,1
18-29,23.1,9162,"Ray, Miss. Nicole",female,1,1
0-17,17.0,9163,"Ford, Rev. John",male,2,0
30-44,34.1,9164,"Mack, Col. David",male,3,1
30-44,40.3,9165,"Brown, Sir. Matthew",male,2,1
30-44,32.6,9166,"Solis, Rev. Nicholas",male,2,0
60+,63.3,9167,"Stephens, Col. Bobby",male,1,1
45-59,54.0,9168,"Trevino, Major. Andrew",male,2,0
18-29,25.9,9169,"Kelly, Rev. Andrew",male,3,0
18-29,24.3,9170,"Randall, Dr. Rachel",female,1,1
0-17,13.2,9171,"Patel, Rev. William",male,1,1
45-59,57.4,9172,"Warren, Mr. Michael",male,1,0
30-44,32.9,9173,"Aguilar, Sir. Alejandro",male,1,1
30-44,41.9,9174,"Ortega, Miss. Megan",female,1,1
30-44,33.5,9175,"Durham, Major. Tony",male,3,0
30-44,42.8,9176,"Acosta, Mr. Douglas",male,1,0
45-59,55.7,9177,"Schwartz, Rev. Matthew",male,3,0
45-59,50.9,9178,"Tapia, Col. Martin",male,1,0
18-29,21.3,9179,"Wright, Miss. Nancy",female,1,1
30-44,39.5,9180,"Stewart, Lady. Sandra",female,3,1
45-59,45.5,9181,"Miranda, Col. John",male,1,1
18-29,27.3,9182,"Vang, Countess. Vanessa",female,3,0
30-44,37.5,9183,"Thomas, Col. James",male,3,0
30-44,32.1,9184,"Ward, Mr. James",male,2,0
30-44,38.3,9185,"Johnson, Lady. Gina",female,1,1
30-44,30.4,9186,"Gallegos, Miss. Kathleen",female,1,1
30-44,33.7,9187,"Schmidt, Countess. Ashley",female,1,1
60+,64.0,9188,"Webb, Major. Jeremy",male,1,0
0-17,16.5,9189,"Rodriguez, Col. John",male,3,0
60+,60.5,9190,"Schmidt, Rev. Mark",male,1,1
45-59,57.3,9191,"Lee, Col. Benjamin",male,3,0
45-59,49.0,9192,"Castaneda, Rev. Jacob",male,1,0
30-44,35.3,9193,"Johnson, Sir. Patrick",male,2,0
30-44,31.6,9194,"Cardenas, Mr. William",male,2,1
30-44,38.8,9195,"White, Sir. James",male,1,1
18-29,22.8,9196,"Russo, Rev. Michael",male,2,0
18-29,27.5,9197,"Hunter, Rev. Richard",male,3,0
45-59,45.3,9198,"Moore, Miss. Jade",female,1,1
18-29,24.4,9199,"Green, Dr. Ryan",male,1,0
30-44,33.4,9200,"Wells, Dr. Jean",female,3,1
18-29,29.7,9201,"Baxter, Mrs. Carolyn",female,2,1
30-44,35.2,9202,"Lopez, Rev. Bryan",male,2,1
30-44,31.4,9203,"Carr, Mr. Benjamin",male,1,0
45-59,51.0,9204,"Coleman, Rev. Michael",male,3,0
18-29,24.1,9205,"Horton, Mrs. Allison",female,1,1
30-44,33.7,9206,"Garcia, Countess. Ashley",female,1,1
18-29,26.6,9207,"Parker, Countess. Elizabeth",female,2,1
30-44,34.7,9208,"Gutierrez, Sir. David",male,3,0
30-44,44.6,9209,"Adams, Lady. Mary",female,2,1
0-17,16.9,9210,"Scott, Lady. Jasmine",female,1,1
18-29,20.1,9211,"Roberts, Dr. James",male,3,0
30-44,38.8,9212,"Collins, Dr. Lindsey",female,1,1
0-17,6.1,9213,"Bell, Major. Ronald",male,2,0
18-29,27.2,9214,"Thomas, Major. Patrick",male,1,0
18-29,19.8,9215,"Weeks, Dr. John",male,3,0
60+,64.0,9216,"Chavez, Col. Martin",male,1,0
0-17,6.8,9217,"Gibbs, Lady. Brenda",female,3,1
45-59,52.1,9218,"Barry, Col. Dillon",male,1,1
0-17,0.4,9219,"Harris, Sir. Matthew",male,3,1
30-44,34.6,9220,"Williams, Col. Marvin",male,1,0
30-44,44.9,9221,"Morales, Lady. Emily",female,1,1
30-44,44.2,9222,"Hubbard, Sir. Caleb",male,1,0
18-29,23.6,9223,"Golden, Lady. Jennifer",female,2,1
30-44,40.9,9224,"Wood, Major. Charles",male,3,0
18-29,18.3,9225,"Beasley, Dr. Diana",female,1,1
30-44,41.7,9226,"Mullins, Countess. Taylor",female,1,1
18-29,29.3,9227,"Nielsen, Countess. Maria",female,1,1
18-29,27.5,9228,"Tapia, Dr. Stacey",female,1,1
18-29,25.5,9229,"Collins, Countess. Alyssa",female,1,1
30-44,44.6,9230,"Rodriguez, Miss. Amanda",female,1,1
30-44,37.8,9231,"Ramirez, Miss. Allison",female,2,1
30-44,44.8,9232,"Cruz, Dr. Michael",male,2,0
30-44,31.5,9233,"Gomez, Miss. Jamie",female,1,1
30-44,39.7,9234,"Smith, Lady. Ellen",female,2,1
18-29,19.1,9235,"Garrison, Major. Charles",male,2,0
0-17,9.6,9236,"Gross, Mr. Jerry",male,1,1
30-44,35.8,9237,"Harris, Sir. Benjamin",male,1,0
18-29,29.6,9238,"Miller, Countess. Melissa",female,1,1
30-44,39.9,9239,"Pierce, Rev. Joshua",male,1,1
30-44,36.9,9240,"Martinez, Col. Troy",male,1,1
30-44,34.6,9241,"Fields, Rev. John",male,1,0
30-44,31.0,9242,"Parker, Sir. Douglas",male,1,1
30-44,38.6,9243,"Thomas, Col. Caleb",male,2,0
30-44,38.7,9244,"Marks, Col. Jason",male,3,0
18-29,29.5,9245,"Morgan, Col. Billy",male,1,0
18-29,19.4,9246,"Beck, Col. Benjamin",male,1,0
18-29,24.2,9247,"Santos, Dr. Brooke",female,1,1
18-29,22.1,9248,"Thomas, Major. Fernando",male,1,1
45-59,49.0,9249,"Gibbs, Col. Michael",male,1,0
30-44,31.6,9250,"Gonzalez, Dr. Glenn",male,2,0
45-59,51.2,9251,"Taylor, Major. Ryan",male,1,1
30-44,44.0,9252,"Pena, Lady. Suzanne",female,1,1
30-44,34.2,9253,"Rodriguez, Major. Richard",male,1,0
45-59,47.3,9254,"King, Countess. Kelly",female,1,1
18-29,23.7,9255,"Sullivan, Miss. Crystal",female,3,0
18-29,29.2,9256,"Weaver, Major. Charles",male,2,0
45-59,46.6,9257,"Kelly, Col. Steven",male,1,0
0-17,15.7,9258,"Jimenez, Major. Michael",male,1,0
18-29,21.7,9259,"Thomas, Major. Gary",male,2,0
18-29,20.5,9260,"West, Countess. Katherine",female,1,1
30-44,30.4,9261,"Long, Miss. Donna",female,2,1
30-44,38.3,9262,"Reyes, Miss. Linda",female,1,1
0-17,12.8,9263,"Gallegos, Miss. Lori",female,3,0
45-59,47.3,9264,"Farmer, Dr. Robert",male,2,0
18-29,19.9,9265,"Bradley, Dr. Ricky",male,1,1
60+,63.5,9266,"Scott, Rev. Michael",male,1,0
30-44,30.7,9267,"Maldonado, Dr. Kathleen",female,2,1
18-29,25.9,9268,"Franklin, Lady. Cynthia",female,1,1
30-44,38.1,9269,"Baker, Major. Dakota",male,1,1
45-59,52.8,9270,"Perez, Dr. Frank",male,1,0
30-44,37.2,9271,"Owen, Col. William",male,3,1
30-44,40.3,9272,"Whitney, Dr. Jason",male,3,0
0-17,16.2,9273,"Garcia, Col. Austin",male,2,0
45-59,47.6,9274,"Warner, Dr. Jim",male,1,1
45-59,53.7,9275,"Baker, Mr. Chad",male,1,1
0-17,9.4,9276,"Anderson, Rev. Anthony",male,2,0
18-29,29.3,9277,"Frank, Dr. Sean",male,2,0
30-44,30.7,9278,"Clements, Mrs. Christina",female,1,1
60+,63.0,9279,"Norton, Rev. Douglas",male,1,0
0-17,12.2,9280,"Sims, Mr. Jesse",male,2,0
18-29,27.7,9281,"Miller, Mrs. Anna",female,1,1
30-44,38.0,9282,"Nelson, Major. Ryan",male,1,1
0-17,6.7,9283,"Brown, Major. Allen",male,1,0
30-44,32.5,9284,"Walker, Mrs. Vanessa",female,1,1
0-17,11.5,9285,"Mason, Countess. Emily",female,3,0
30-44,33.2,9286,"Mooney, Sir. Paul",male,2,0
30-44,31.2,9287,"Taylor, Rev. Richard",male,1,0
18-29,27.6,9288,"Reese, Dr. Tabitha",female,1,1
30-44,34.1,9289,"Jones, Col. Scott",male,1,0
18-29,22.4,9290,"Pitts, Mrs. Shannon",female,2,1
0-17,17.0,9291,"King, Sir. Daniel",male,3,0
18-29,25.0,9292,"Bartlett, Dr. Leah",female,3,0
18-29,18.6,9293,"Flores, Countess. Kim",female,1,1
60+,63.9,9294,"Dunn, Rev. Kevin",male,1,0
18-29,23.8,9295,"Hamilton, Major. Adam",male,3,0
18-29,28.2,9296,"White, Miss. Maria",female,1,1
0-17,14.8,9297,"Newman, Lady. Valerie",female,1,1
30-44,35.6,9298,"Shaw, Dr. Lynn",female,1,1
0-17,17.1,9299,"Daugherty, Sir. Larry",male,3,0
45-59,47.6,9300,"Robinson, Dr. Scott",male,1,0
30-44,39.2,9301,"Sharp, Sir. Craig",male,1,0
45-59,50.9,9302,"Lee, Col. Brandon",male,3,1
45-59,54.6,9303,"Callahan, Major. Timothy",male,1,0
30-44,42.6,9304,"Mckee, Dr. Joshua",male,1,0
18-29,28.5,9305,"Carr, Sir. Vincent",male,1,0
45-59,57.4,9306,"Wright, Dr. Albert",male,2,0
45-59,54.8,9307,"Valdez, Col. Adam",male,1,0
30-44,34.9,9308,"Fernandez, Dr. Nancy",female,1,1
30-44,39.6,9309,"Morrison, Lady. Caroline",female,1,1
30-44,31.2,9310,"Smith, Rev. Douglas",male,2,0
18-29,26.6,9311,"Green, Major. Brandon",male,3,0
0-17,16.5,9312,"Booth, Miss. Meghan",female,3,0
30-44,30.7,9313,"Pineda, Major. David",male,2,1
45-59,54.6,9314,"Smith, Lady. Lisa",female,1,1
0-17,7.3,9315,"Harris, Major. Dale",male,1,0
30-44,32.2,9316,"Ward, Mr. Brian",male,3,0
30-44,30.9,9317,"Fischer, Dr. Rebecca",female,1,1
30-44,41.3,9318,"Adams, Dr. Lauren",female,1,1
30-44,40.3,9319,"Cunningham, Dr. Paul",male,1,0
0-17,0.3,9320,"Carlson, Sir. Paul",male,2,0
18-29,25.4,9321,"Best, Col. Aaron",male,3,0
18-29,26.2,9322,"Mitchell, Major. Joshua",male,1,0
30-44,42.7,9323,"Morris, Rev. Keith",male,1,0
18-29,29.1,9324,"Henson, Major. Aaron",male,2,1
18-29,22.4,9325,"Knight, Rev. Aaron",male,1,1
0-17,11.7,9326,"Guzman, Countess. Felicia",female,3,0
0-17,13.8,9327,"Holmes, Major. Isaac",male,3,0
30-44,33.5,9328,"Barker, Sir. Zachary",male,2,0
60+,61.6,9329,"Wheeler, Dr. Robert",male,1,0
0-17,15.0,9330,"Hart, Mrs. Tina",female,3,1
30-44,39.6,9331,"Strong, Rev. Raymond",male,1,0
30-44,41.0,9332,"Heath, Rev. Stephen",male,1,1
30-44,33.6,9333,"Johnston, Rev. Joseph",male,3,0
18-29,21.3,9334,"Zimmerman, Mr. Ryan",male,1,0
60+,60.0,9335,"Huynh, Rev. Kyle",male,1,0
30-44,40.0,9336,"Cox, Countess. Kimberly",female,3,0
30-44,40.7,9337,"Blankenship, Sir. William",male,1,1
30-44,31.3,9338,"Farmer, Sir. John",male,2,0
30-44,34.3,9339,"Wong, Dr. Mark",male,3,0
30-44,30.6,9340,"Rodriguez, Col. Eric",male,3,0
30-44,37.8,9341,"Ford, Miss. Rebecca",female,1,1
18-29,22.1,9342,"Rice, Col. Jesse",male,3,0
18-29,24.9,9343,"Lopez, Mrs. Carrie",female,1,1
30-44,30.9,9344,"Perez, Dr. Lori",female,2,1
45-59,52.0,9345,"Kennedy, Dr. James",male,1,0
30-44,35.2,9346,"Allen, Dr. Russell",male,1,1
30-44,34.4,9347,"Brewer, Dr. Eric",male,2,0
30-44,31.2,9348,"Hughes, Dr. Antonio",male,1,0
60+,61.5,9349,"Allen, Major. Brian",male,1,0
18-29,22.9,9350,"Jacobs, Col. Gregory",male,3,0
45-59,45.7,9351,"Thomas, Miss. Bethany",female,2,1
18-29,19.6,9352,"Rivas, Mr. Danny",male,1,1
18-29,29.8,9353,"Bailey, Major. Michael",male,1,0
30-44,44.2,9354,"Richardson, Rev. Marvin",male,1,0
30-44,31.2,9355,"Cooper, Dr. David",male,2,1
0-17,9.4,9356,"Rich, Dr. Ruben",male,3,0
30-44,42.7,9357,"Shaw, Dr. Shane",male,1,0
30-44,34.0,9358,"Harrison, Major. Christopher",male,3,0
18-29,26.5,9359,"Hernandez, Lady. Heather",female,2,1
45-59,45.6,9360,"Lee, Col. Brian",male,2,0
18-29,28.6,9361,"Suarez, Major. Mike",male,1,0
18-29,21.4,9362,"Williams, Mr. Michael",male,3,0
30-44,33.4,9363,"Lam, Major. John",male,1,1
30-44,30.8,9364,"Davenport, Miss. Kylie",female,2,1
30-44,35.5,9365,"Andersen, Major. Dennis",male,3,0
30-44,40.6,9366,"Oconnor, Col. Troy",male,1,0
30-44,32.3,9367,"Harrell, Mr. Russell",male,1,0
30-44,40.5,9368,"Whitehead, Major. Jason",male,3,0
30-44,31.8,9369,"Holt, Mr. Thomas",male,1,1
