Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,1,7899,"Santiago, Rev. Justin",3,male,24.0
C,0,7900,"Hughes, Col. David",3,male,23.7
S,1,7901,"Davis, Dr. William",1,male,37.2
S,1,7902,"Lopez, Mrs. Angela",1,female,56.4
S,0,7903,"Gray, Mr. Gregory",3,male,40.2
S,1,7904,"Garcia, Countess. Rebecca",1,female,32.2
C,1,7905,"Reyes, Dr. Elizabeth",1,female,40.0
S,1,7906,"Ward, Miss. Ashley",2,female,18.8
S,1,7907,"Guerrero, Dr. Amber",1,female,27.5
C,0,7908,"Roberts, Countess. Maureen",3,female,29.1
S,0,7909,"Townsend, Mr. Michael",2,male,28.6
Q,1,7910,"Harris, Countess. Hailey",1,female,15.1
C,1,7911,"Hall, Dr. Joanna",2,female,43.1
S,0,7912,"Cunningham, Mr. Michael",1,male,64.9
S,1,7913,"Hamilton, Lady. Amber",1,female,63.9
S,1,7914,"Parker, Major. Philip",1,male,55.7
C,0,7915,"Wilkins, Dr. Michael",3,male,45.4
Q,1,7916,"Dunn, Col. James",1,male,64.3
S,1,7917,"Nguyen, Mrs. Ashley",1,female,30.6
S,1,7918,"Tapia, Countess. Amy",1,female,24.0
C,1,7919,"Rodgers, Mrs. Tracey",1,female,5.0
S,0,7920,"Mueller, Dr. Robert",1,male,35.2
S,0,7921,"Brooks, Col. Frank",3,male,0.3
C,1,7922,"Best, Rev. Joseph",1,male,19.6
S,1,7923,"Sawyer, Dr. Kevin",1,male,50.6
S,1,7924,"Fowler, Major. Bryce",2,male,42.2
C,0,7925,"Whitaker, Sir. Clifford",2,male,38.8
S,0,7926,"Blair, Dr. Chad",1,male,38.7
S,0,7927,"Miller, Mr. Adam",1,male,15.3
S,0,7928,"Sharp, Mr. Joseph",3,male,34.0
Q,1,7929,"Burns, Mr. Carlos",3,male,34.4
S,1,7930,"Robertson, Mrs. Nicole",1,female,28.5
C,1,7931,"Roberts, Mrs. Danielle",1,female,54.7
S,0,7932,"Hood, Mr. John",1,male,40.4
S,1,7933,"Perez, Miss. Breanna",2,female,49.6
S,1,7934,"Butler, Dr. Sabrina",2,female,14.0
S,0,7935,"Parks, Col. Brian",1,male,28.1
S,1,7936,"Brady, Mrs. Sara",1,female,41.1
S,0,7937,"Snyder, Mr. Lee",1,male,42.0
S,0,7938,"Burton, Sir. Seth",2,male,0.3
S,1,7939,"Keller, Col. Samuel",1,male,37.8
C,1,7940,"Johnson, Major. Alan",1,male,53.3
S,0,7941,"Baker, Dr. Donna",1,female,21.6
S,1,7942,"Huffman, Dr. Lori",2,female,40.8
S,1,7943,"Becker, Mrs. Mary",1,female,51.2
C,1,7944,"Pearson, Mrs. Julia",3,female,29.6
C,0,7945,"Williams, Rev. Jerry",1,male,50.8
C,0,7946,"Reyes, Dr. Miguel",1,male,39.3
C,0,7947,"Nichols, Sir. Clifford",3,male,24.8
S,0,7948,"Dawson, Col. Scott",3,male,9.6
C,1,7949,"Taylor, Major. Isaiah",1,male,47.7
S,1,7950,"Ramirez, Dr. Caleb",3,male,26.1
S,1,7951,"Carter, Sir. Eric",1,male,47.8
S,1,7952,"Lewis, Dr. Adam",1,male,62.5
S,0,7953,"Nelson, Mr. Dennis",2,male,19.2
S,1,7954,"Dennis, Mrs. Sarah",2,female,36.0
S,0,7955,"Heath, Col. Brian",1,male,21.4
C,1,7956,"Morales, Mrs. Mary",2,female,28.4
S,1,7957,"Luna, Rev. Michael",1,male,12.0
S,1,7958,"Owens, Mrs. Christina",1,female,7.4
S,0,7959,"Combs, Col. William",3,male,24.5
S,0,7960,"Lawrence, Col. Matthew",2,male,14.3
C,0,7961,"Shepherd, Major. Kevin",1,male,30.2
Q,1,7962,"Glover, Mrs. Melissa",1,female,52.3
S,1,7963,"Burton, Lady. Michelle",1,female,29.6
S,1,7964,"Johnson, Mrs. Gina",1,female,36.2
C,1,7965,"Swanson, Mr. Devon",1,male,45.3
S,0,7966,"Jordan, Major. Fred",2,male,60.3
Q,0,7967,"Lopez, Mrs. Megan",1,female,45.2
C,1,7968,"Adams, Mrs. Lisa",2,female,17.3
S,1,7969,"Patrick, Lady. Caroline",2,female,40.4
S,0,7970,"Williams, Mr. James",1,male,30.1
C,1,7971,"Kim, Major. Andrew",3,male,27.8
S,0,7972,"Patel, Sir. Michael",3,male,28.4
Q,1,7973,"Ford, Dr. Ryan",2,male,24.5
C,1,7974,"Manning, Countess. Jamie",1,female,20.4
C,1,7975,"Chang, Col. Christopher",1,male,44.0
Q,1,7976,"Bauer, Dr. Justin",1,male,44.6
S,1,7977,"Allison, Dr. Linda",1,female,26.9
C,1,7978,"Patel, Lady. Mikayla",1,female,33.8
S,1,7979,"Bonilla, Mrs. Angela",1,female,40.2
S,1,7980,"West, Dr. Stephanie",1,female,22.1
S,1,7981,"Michael, Lady. Amanda",1,female,65.5
S,0,7982,"Morse, Lady. Peggy",3,female,26.7
C,1,7983,"Baker, Miss. Ashley",1,female,37.2
S,1,7984,"Hicks, Dr. Tara",1,female,26.4
S,1,7985,"Lyons, Mrs. Jill",1,female,49.4
S,0,7986,"Wilson, Major. Christopher",2,male,23.2
S,0,7987,"Thomas, Sir. Eric",3,male,28.3
S,1,7988,"Morgan, Countess. Wanda",1,female,33.8
S,0,7989,"Love, Sir. Jesse",1,male,37.5
S,0,7990,"Perry, Mr. Justin",2,male,43.6
S,1,7991,"Rojas, Major. Malik",2,male,29.7
C,0,7992,"Scott, Mr. Jeff",1,male,47.0
S,1,7993,"Adams, Mrs. Karen",1,female,48.7
C,0,7994,"Goodman, Rev. Timothy",3,male,25.9
S,0,7995,"Rivas, Col. Richard",1,male,36.7
C,0,7996,"Sellers, Mr. Robert",2,male,30.8
S,0,7997,"Brown, Dr. Carlos",1,male,40.4
C,1,7998,"Holt, Lady. Alexandra",1,female,15.7
S,1,7999,"Berry, Lady. Jaime",1,female,57.0
S,1,8000,"Higgins, Dr. Kathryn",1,female,34.9
S,0,8001,"Rice, Major. Shawn",1,male,25.7
S,1,8002,"Harris, Dr. Hannah",1,female,63.4
C,0,8003,"Ferguson, Col. Jeremy",1,male,18.3
S,0,8004,"Rogers, Col. Chase",1,male,32.1
S,0,8005,"Dennis, Col. John",1,male,77.4
S,1,8006,"Harris, Lady. Tamara",2,female,23.6
S,1,8007,"Martin, Dr. Brian",1,male,42.6
S,1,8008,"Nichols, Miss. Ann",2,female,20.1
Q,0,8009,"Barr, Mr. Victor",1,male,39.6
S,0,8010,"Reynolds, Rev. Darren",1,male,45.0
S,0,8011,"Hester, Dr. Peter",2,male,24.3
S,1,8012,"Wagner, Lady. Stephanie",2,female,32.1
S,0,8013,"Smith, Mr. Brett",1,male,38.2
C,0,8014,"Ellis, Miss. Kristen",1,female,34.2
S,1,8015,"Brown, Miss. Maria",1,female,34.7
C,1,8016,"Chase, Dr. Kayla",1,female,39.9
S,1,8017,"Burke, Major. Darren",1,male,47.7
S,1,8018,"Reynolds, Mrs. Janet",1,female,43.0
C,1,8019,"Choi, Sir. David",1,male,33.8
S,0,8020,"Kelly, Col. Joseph",1,male,40.0
C,0,8021,"Ramsey, Rev. Antonio",1,male,39.8
S,0,8022,"Hernandez, Rev. Ryan",1,male,28.9
S,1,8023,"Morrow, Col. Calvin",3,male,25.8
S,0,8024,"Barton, Major. James",1,male,52.0
C,1,8025,"Mendoza, Lady. Sandra",2,female,53.2
S,0,8026,"Cardenas, Miss. Amy",3,female,41.0
S,1,8027,"Moyer, Miss. Mackenzie",1,female,46.9
S,1,8028,"Ashley, Lady. Bonnie",2,female,30.2
S,0,8029,"Wood, Rev. Anthony",2,male,22.8
Q,1,8030,"Scott, Col. Samuel",2,male,39.8
S,0,8031,"Pearson, Col. Matthew",3,male,23.4
S,0,8032,"Wood, Dr. Jeffrey",2,male,30.4
C,1,8033,"Jones, Mrs. Karen",2,female,19.5
S,1,8034,"Becker, Dr. Elijah",1,male,41.1
S,1,8035,"Bailey, Lady. Rose",1,female,46.9
S,1,8036,"Brooks, Dr. Kelsey",2,female,26.3
S,1,8037,"Hill, Dr. Katelyn",1,female,22.5
S,0,8038,"Miller, Sir. Corey",2,male,54.3
S,0,8039,"Wilson, Rev. Richard",1,male,48.6
C,0,8040,"Carpenter, Mr. Joseph",2,male,4.6
C,1,8041,"Jones, Major. Anthony",1,male,30.7
C,1,8042,"Richards, Sir. David",1,male,37.3
S,0,8043,"Neal, Major. Adam",1,male,49.4
Q,1,8044,"Davis, Countess. Ashley",1,female,18.7
S,0,8045,"Simpson, Dr. Justin",1,male,43.6
S,1,8046,"Brown, Sir. Daniel",1,male,25.7
S,1,8047,"Wilson, Dr. Erin",1,female,0.2
C,0,8048,"Rivera, Col. Joseph",1,male,33.1
S,1,8049,"Henson, Col. Mark",1,male,40.5
S,1,8050,"Hill, Countess. Kristina",1,female,36.9
Q,0,8051,"Fowler, Mr. Kenneth",1,male,29.0
S,0,8052,"Thornton, Mr. Alejandro",1,male,74.4
S,1,8053,"Ramos, Col. Scott",1,male,61.3
Q,1,8054,"Koch, Miss. Alyssa",1,female,45.5
C,1,8055,"Blanchard, Miss. Lauren",1,female,50.5
C,0,8056,"Rodriguez, Col. Aaron",1,male,14.0
S,0,8057,"Hill, Sir. Randy",3,male,21.2
S,1,8058,"Scott, Sir. Trevor",1,male,31.8
S,0,8059,"Fox, Dr. Aaron",3,male,32.7
S,0,8060,"Hall, Major. John",3,male,8.9
S,0,8061,"Collins, Mr. Darrell",3,male,4.6
C,0,8062,"Wilson, Rev. Robert",1,male,59.6
S,0,8063,"White, Lady. Patricia",3,female,14.9
Q,0,8064,"Ramsey, Major. Timothy",1,male,18.1
S,0,8065,"Miller, Major. John",1,male,31.9
S,1,8066,"Edwards, Major. Dylan",1,male,50.8
Q,0,8067,"Warren, Rev. Alfred",2,male,27.2
S,1,8068,"Brown, Mrs. Jennifer",1,female,37.7
S,0,8069,"Cannon, Col. Ronald",1,male,24.3
S,0,8070,"Aguirre, Mrs. Melissa",3,female,28.9
C,1,8071,"Wagner, Lady. Karen",2,female,18.8
S,1,8072,"Watson, Lady. Laura",2,female,37.0
S,0,8073,"Larson, Major. Robert",3,male,23.1
C,0,8074,"Murray, Col. Gregory",1,male,64.0
S,1,8075,"Ward, Col. Jordan",1,male,22.6
S,1,8076,"Alexander, Countess. Stephanie",1,female,28.4
C,0,8077,"Haynes, Rev. Kenneth",3,male,34.4
S,0,8078,"Vasquez, Dr. Joseph",2,male,16.3
S,0,8079,"Williams, Major. Glenn",3,male,15.3
S,0,8080,"Anderson, Dr. Kurt",1,male,40.9
Q,1,8081,"Miller, Lady. Debra",2,female,9.4
S,1,8082,"Sanford, Mrs. Shannon",3,female,15.8
C,0,8083,"Thornton, Col. Joshua",1,male,42.2
S,1,8084,"Salas, Lady. Meghan",1,female,21.8
C,1,8085,"Winters, Countess. Julia",1,female,48.1
C,1,8086,"Matthews, Lady. Erica",1,female,22.7
S,1,8087,"Myers, Mr. Joseph",3,male,16.5
S,1,8088,"Byrd, Countess. Katherine",1,female,24.1
S,1,8089,"Singleton, Rev. Aaron",1,male,24.6
S,1,8090,"Hernandez, Lady. Hannah",1,female,24.8
S,1,8091,"Fischer, Mrs. Jennifer",2,female,7.1
Q,1,8092,"Wells, Countess. Brittney",1,female,27.3
C,0,8093,"Wagner, Dr. David",2,male,31.4
C,0,8094,"Burton, Col. David",2,male,33.4
S,1,8095,"Williams, Dr. Kim",1,female,29.8
S,0,8096,"Smith, Mr. Terry",1,male,68.1
S,1,8097,"Holmes, Lady. Elizabeth",1,female,25.0
Q,0,8098,"Wheeler, Major. Eric",1,male,59.4
S,1,8099,"Tran, Miss. Cheryl",1,female,30.8
Q,0,8100,"Medina, Rev. Tom",1,male,41.8
S,0,8101,"Martinez, Dr. Blake",3,male,27.5
S,1,8102,"Wilson, Miss. Rebecca",1,female,36.7
S,0,8103,"Spencer, Col. Calvin",1,male,43.9
C,1,8104,"Smith, Countess. Taylor",2,female,22.6
S,0,8105,"Byrd, Major. Jeremy",1,male,38.3
Q,1,8106,"Washington, Mrs. Angela",2,female,22.0
C,1,8107,"Frye, Miss. Stephanie",1,female,51.3
S,1,8108,"Delgado, Lady. Angelica",3,female,23.4
C,1,8109,"Griffin, Rev. Eric",1,male,69.3
S,1,8110,"Evans, Countess. Tina",1,female,25.0
S,1,8111,"Farrell, Col. David",1,male,42.7
S,0,8112,"Pierce, Miss. Julia",3,female,8.4
S,0,8113,"Davis, Sir. Brian",3,male,9.9
C,1,8114,"Gonzalez, Countess. Erin",1,female,58.4
S,0,8115,"Weeks, Rev. Shawn",1,male,75.6
S,1,8116,"Medina, Lady. Amanda",1,female,33.1
C,1,8117,"Baker, Col. Bradley",2,male,42.6
S,1,8118,"Olson, Major. James",1,male,58.5
S,0,8119,"Fuentes, Rev. Brandon",1,male,49.8
S,0,8120,"Palmer, Dr. Brandon",1,male,27.9
S,1,8121,"Thomas, Countess. Carol",2,female,17.3
C,1,8122,"Boyer, Major. Brian",1,male,35.1
C,1,8123,"Williams, Lady. Kendra",2,female,41.9
S,0,8124,"Jackson, Col. John",2,male,9.6
Q,0,8125,"Beltran, Dr. Curtis",1,male,53.3
S,0,8126,"Anderson, Sir. Michael",1,male,55.0
S,0,8127,"Jenkins, Col. Scott",1,male,24.3
Q,1,8128,"May, Rev. Michael",1,male,30.4
S,0,8129,"Collins, Major. Phillip",1,male,22.7
S,1,8130,"Leonard, Rev. Omar",1,male,51.2
C,0,8131,"Martinez, Sir. Matthew",1,male,28.1
S,1,8132,"Greene, Mrs. Patricia",2,female,34.8
S,0,8133,"Calderon, Sir. Shawn",1,male,36.0
Q,1,8134,"Fleming, Sir. Ronald",1,male,64.2
C,0,8135,"Massey, Rev. Martin",3,male,37.7
C,1,8136,"Noble, Rev. Allen",2,male,38.5
S,1,8137,"Crosby, Miss. Misty",1,female,25.4
S,0,8138,"Johnson, Sir. Jeffrey",3,male,45.4
S,1,8139,"Ross, Dr. David",1,male,44.8
C,1,8140,"King, Mrs. Alison",1,female,38.6
C,1,8141,"Ortega, Lady. Angela",2,female,21.5
S,0,8142,"Hill, Col. Donald",2,male,25.1
S,0,8143,"Willis, Col. Samuel",3,male,43.1
S,0,8144,"Holt, Mr. Matthew",3,male,18.6
S,1,8145,"Bowman, Miss. Vanessa",1,female,33.1
S,0,8146,"Evans, Rev. William",1,male,30.9
C,1,8147,"Oneill, Dr. Juan",1,male,44.5
S,1,8148,"Sanders, Major. Robert",1,male,29.1
S,1,8149,"Ramirez, Mrs. Sara",2,female,25.2
S,1,8150,"Wagner, Mr. Ian",1,male,59.1
C,1,8151,"Dean, Sir. Andrew",1,male,39.5
S,0,8152,"Russell, Mr. Jackson",1,male,36.7
S,0,8153,"Kemp, Countess. Susan",2,female,50.4
Q,0,8154,"Humphrey, Dr. Christopher",2,male,31.5
S,1,8155,"Juarez, Dr. Michele",1,female,41.4
C,0,8156,"Evans, Rev. Nicholas",1,male,53.4
S,0,8157,"Flores, Major. Brett",3,male,39.2
S,1,8158,"Yang, Major. James",1,male,5.1
S,0,8159,"Sharp, Rev. Gerald",3,male,29.2
S,1,8160,"Roberts, Dr. Alicia",1,female,30.8
Q,0,8161,"Gonzalez, Sir. Christopher",2,male,45.4
S,0,8162,"Hubbard, Dr. David",1,male,43.8
S,1,8163,"Campbell, Dr. Karen",1,female,31.5
S,1,8164,"Harvey, Countess. Emma",1,female,42.1
S,1,8165,"Hansen, Col. Michael",1,male,38.8
S,1,8166,"Gonzalez, Sir. Matthew",1,male,29.5
Q,0,8167,"Mcclure, Sir. Anthony",3,male,4.9
S,0,8168,"Clark, Rev. Patrick",3,male,32.1
S,1,8169,"Wang, Countess. Colleen",1,female,26.5
S,0,8170,"Williams, Mr. Roger",1,male,31.8
S,0,8171,"Vaughn, Major. John",1,male,31.9
S,1,8172,"Lowe, Lady. Rebecca",2,female,11.2
S,1,8173,"Berry, Dr. Kevin",3,male,26.7
C,0,8174,"Bailey, Col. Joseph",1,male,53.3
S,0,8175,"Sanchez, Rev. Nicholas",3,male,18.6
S,0,8176,"Richards, Major. Tony",1,male,21.9
S,1,8177,"Walter, Sir. Bruce",1,male,55.5
S,1,8178,"Myers, Sir. David",1,male,68.2
Q,0,8179,"Burgess, Mr. Thomas",2,male,35.3
S,0,8180,"Morgan, Dr. Justin",3,male,13.5
C,0,8181,"Ellis, Rev. James",1,male,67.6
S,0,8182,"Rogers, Countess. Ashley",2,female,24.0
S,0,8183,"Mcdaniel, Countess. Tammy",3,female,14.5
S,0,8184,"Cervantes, Major. David",3,male,31.9
S,0,8185,"Miller, Major. Ryan",1,male,17.3
S,0,8186,"Porter, Rev. Steve",1,male,32.5
C,1,8187,"Wilson, Mrs. Yolanda",1,female,31.6
S,0,8188,"King, Major. Edward",2,male,31.2
S,1,8189,"Ryan, Miss. Kelly",1,female,0.4
S,0,8190,"Cooley, Mr. Aaron",3,male,32.5
C,0,8191,"Morrison, Col. Brandon",1,male,45.8
S,1,8192,"Gross, Rev. Christopher",2,male,0.3
S,0,8193,"Burke, Major. Mario",2,male,40.7
S,1,8194,"Bradford, Countess. Amanda",1,female,47.2
C,1,8195,"Cox, Miss. Ashley",1,female,19.2
S,0,8196,"Morris, Mr. Phillip",1,male,26.0
C,1,8197,"Fowler, Dr. Alexis",1,female,41.2
S,1,8198,"Nguyen, Dr. Karen",2,female,35.4
S,1,8199,"Ward, Miss. Jamie",2,female,42.1
S,1,8200,"Bishop, Dr. Jill",1,female,23.8
Q,0,8201,"Sutton, Mr. Daniel",3,male,15.1
C,0,8202,"Holmes, Major. Troy",2,male,25.7
C,1,8203,"Cohen, Dr. Lauren",1,female,12.5
S,0,8204,"Smith, Major. Tony",3,male,30.9
C,1,8205,"Juarez, Major. Timothy",1,male,53.5
S,1,8206,"Black, Miss. Sherry",2,female,66.8
S,1,8207,"Phillips, Sir. Kenneth",1,male,32.2
S,1,8208,"Ramirez, Miss. Rachel",1,female,34.2
C,1,8209,"Wilson, Mr. David",1,male,20.3
S,1,8210,"Bennett, Lady. Mary",1,female,41.8
S,0,8211,"Welch, Sir. Brian",3,male,10.8
S,1,8212,"Edwards, Rev. James",1,male,48.7
S,1,8213,"Nelson, Sir. Kerry",1,male,48.4
S,1,8214,"Saunders, Col. Jordan",1,male,59.3
S,1,8215,"Miles, Dr. Jacqueline",1,female,33.4
S,0,8216,"Ali, Rev. Darren",1,male,40.8
Q,0,8217,"Barnes, Col. Timothy",1,male,47.6
S,0,8218,"Chaney, Sir. Kevin",2,male,52.2
S,1,8219,"Drake, Mr. Ronald",1,male,26.2
S,1,8220,"Ballard, Mr. Phillip",1,male,34.7
C,0,8221,"Ramirez, Major. Curtis",2,male,47.2
S,1,8222,"Blake, Miss. Amber",3,female,27.3
Q,1,8223,"Pruitt, Mr. Scott",1,male,44.8
S,0,8224,"Rodriguez, Dr. Jerry",3,male,38.4
S,0,8225,"Bell, Rev. John",3,male,21.6
S,1,8226,"Harvey, Miss. Terry",2,female,39.0
S,1,8227,"Dennis, Dr. Lisa",1,female,35.4
S,0,8228,"Andrade, Mr. John",1,male,57.8
S,0,8229,"Alvarez, Sir. Steven",1,male,53.1
S,0,8230,"Arellano, Col. James",1,male,35.3
S,1,8231,"Williams, Dr. Susan",1,female,37.5
S,1,8232,"Everett, Dr. John",2,male,19.6
S,1,8233,"Meza, Miss. Lauren",1,female,35.7
Q,0,8234,"Black, Mr. Billy",3,male,49.2
S,0,8235,"Jones, Major. Charles",2,male,32.9
S,1,8236,"Smith, Miss. Jessica",1,female,48.3
S,0,8237,"Macias, Col. James",1,male,44.6
S,0,8238,"Mills, Rev. Steven",3,male,31.6
C,0,8239,"Rogers, Rev. Charles",2,male,12.8
S,0,8240,"Vazquez, Sir. Christopher",3,male,12.5
S,1,8241,"Watson, Lady. Shannon",1,female,52.9
S,1,8242,"Parks, Dr. Nicholas",2,male,34.9
Q,0,8243,"Green, Major. Zachary",3,male,17.4
C,0,8244,"Allen, Col. Cole",1,male,40.9
S,1,8245,"Odom, Lady. Meredith",1,female,26.7
Q,0,8246,"Singleton, Col. Jonathon",1,male,33.9
S,0,8247,"Robinson, Mr. Ryan",2,male,7.6
C,1,8248,"White, Lady. Victoria",1,female,54.3
S,0,8249,"Trujillo, Dr. Kenneth",1,male,27.5
S,0,8250,"Short, Rev. Richard",1,male,56.5
S,0,8251,"Francis, Rev. Vincent",1,male,25.2
S,0,8252,"Williams, Dr. Michael",1,male,58.0
S,1,8253,"Perry, Lady. Savannah",1,female,22.6
C,1,8254,"Alexander, Lady. Cheryl",3,female,25.3
S,1,8255,"Roberts, Mrs. Tiffany",1,female,20.8
S,0,8256,"Moore, Mr. Michael",1,male,46.3
S,0,8257,"Barber, Sir. Mike",1,male,35.3
S,0,8258,"Tyler, Sir. Timothy",1,male,52.2
C,0,8259,"Kelley, Major. David",2,male,19.9
Q,0,8260,"Davis, Rev. Thomas",2,male,15.7
S,0,8261,"Hudson, Col. Matthew",2,male,40.6
S,0,8262,"Cannon, Dr. Kelly",3,female,25.4
C,1,8263,"Wright, Lady. Marilyn",1,female,41.2
S,1,8264,"Sutton, Dr. Jessica",1,female,22.5
S,1,8265,"Mitchell, Dr. Alejandra",1,female,36.7
S,1,8266,"Richards, Mr. Travis",1,male,49.3
S,1,8267,"Shepherd, Lady. Stacey",1,female,45.2
S,0,8268,"Guerra, Major. Tracy",2,male,31.0
S,0,8269,"Rodriguez, Major. Louis",2,male,21.9
S,0,8270,"Dunn, Mr. Joshua",1,male,44.3
S,0,8271,"Lewis, Rev. Tommy",1,male,26.5
S,0,8272,"Rodriguez, Sir. Timothy",2,male,26.0
S,0,8273,"Scott, Major. Michael",3,male,39.2
S,1,8274,"Dodson, Dr. Anne",1,female,51.0
C,1,8275,"Gonzalez, Mr. Joseph",1,male,35.1
C,0,8276,"Vasquez, Major. Joseph",2,male,28.1
S,0,8277,"Brennan, Sir. Keith",2,male,30.8
S,1,8278,"Stevenson, Col. Daniel",1,male,26.5
C,0,8279,"Smith, Rev. Michael",2,male,43.6
C,0,8280,"Ramirez, Major. Daniel",1,male,58.6
S,0,8281,"Hood, Rev. Andrew",3,male,6.9
S,1,8282,"Murphy, Countess. April",1,female,36.6
S,1,8283,"Mcmillan, Miss. Debra",2,female,42.5
Q,0,8284,"Rodgers, Dr. Timothy",1,male,37.0
C,0,8285,"Pope, Mr. Justin",2,male,31.5
S,1,8286,"Atkins, Dr. Michelle",1,female,22.6
Q,0,8287,"Hughes, Mr. Michael",1,male,64.2
S,0,8288,"Barnes, Major. Nicholas",1,male,31.1
S,0,8289,"Jones, Dr. Kelly",3,female,25.8
S,1,8290,"Davenport, Miss. Katie",3,female,20.5
S,0,8291,"Gilbert, Lady. Ashley",1,female,17.8
C,0,8292,"Sims, Rev. Michael",2,male,41.9
S,1,8293,"Wilson, Dr. Ashley",1,female,49.8
C,0,8294,"Powell, Major. Tony",2,male,55.8
S,1,8295,"Lloyd, Miss. Kimberly",1,female,37.4
S,1,8296,"Perkins, Lady. Jessica",1,female,18.1
S,1,8297,"Wallace, Lady. Emily",1,female,15.6
S,0,8298,"Mullins, Mr. Taylor",2,male,37.4
S,0,8299,"Tucker, Mr. Robert",2,male,38.4
S,1,8300,"Wells, Mrs. Jessica",2,female,17.2
C,0,8301,"Price, Col. Jared",3,male,38.3
S,0,8302,"Simpson, Sir. Todd",1,male,42.7
C,1,8303,"Morgan, Dr. Kayla",3,female,25.1
S,1,8304,"Roth, Mr. Brian",2,male,58.1
S,0,8305,"Alexander, Major. Brian",1,male,61.3
S,0,8306,"Rodriguez, Mr. Jason",1,male,44.1
S,1,8307,"Kelly, Miss. Alexis",1,female,26.8
Q,0,8308,"Thompson, Rev. Ernest",3,male,29.4
S,0,8309,"Williams, Rev. Chris",3,male,0.3
C,0,8310,"Nelson, Dr. Maxwell",2,male,18.2
S,0,8311,"Welch, Rev. Nathan",1,male,53.5
S,1,8312,"Castillo, Mrs. Ashley",1,female,17.7
C,1,8313,"Brown, Miss. Marcia",2,female,28.9
S,1,8314,"House, Countess. Kimberly",2,female,46.0
S,0,8315,"Townsend, Dr. Miguel",3,male,25.9
S,0,8316,"Wilson, Mr. Edward",1,male,52.6
S,1,8317,"Cordova, Mr. Steven",1,male,44.7
S,0,8318,"Newman, Sir. Jacob",2,male,14.6
C,1,8319,"Stephens, Lady. Denise",2,female,49.1
S,1,8320,"Kirk, Lady. Meredith",2,female,28.5
S,0,8321,"Wright, Major. John",1,male,61.2
S,1,8322,"Thomas, Sir. Victor",2,male,48.5
S,1,8323,"Mendoza, Lady. Laura",3,female,13.0
S,0,8324,"Turner, Col. Steven",1,male,44.3
S,1,8325,"Lawson, Col. Corey",1,male,39.6
S,0,8326,"Jackson, Dr. Brian",3,male,13.1
S,0,8327,"Randolph, Mr. James",2,male,39.2
C,1,8328,"Hood, Mrs. Tracy",1,female,30.6
Q,0,8329,"Murphy, Rev. James",2,male,33.5
S,0,8330,"Flores, Dr. Ronald",2,male,65.5
S,1,8331,"Jones, Major. Jose",1,male,38.8
S,0,8332,"Schwartz, Sir. Michael",1,male,44.3
S,0,8333,"Haynes, Col. Samuel",1,male,49.8
S,0,8334,"Guzman, Col. Justin",2,male,42.1
S,1,8335,"Stevens, Major. Ronald",1,male,65.5
S,1,8336,"Caldwell, Col. Hector",1,male,44.1
S,1,8337,"Cook, Lady. Briana",1,female,46.1
S,1,8338,"Stout, Countess. Megan",1,female,34.8
C,1,8339,"Alexander, Mrs. Debbie",1,female,43.2
S,1,8340,"Lucas, Mrs. Stacie",1,female,31.5
S,0,8341,"Gonzalez, Mr. Richard",1,male,28.0
S,1,8342,"Smith, Dr. Mary",1,female,42.0
S,0,8343,"Mcdaniel, Col. Frederick",1,male,48.1
C,1,8344,"Parker, Mrs. Pamela",2,female,20.8
S,1,8345,"Spencer, Countess. Ebony",1,female,33.7
S,0,8346,"Prince, Rev. Christopher",3,male,35.4
S,1,8347,"Romero, Lady. Lisa",1,female,45.5
S,1,8348,"Stafford, Countess. Jillian",2,female,32.6
C,1,8349,"Bell, Miss. Jessica",1,female,42.9
S,1,8350,"Williams, Dr. Tiffany",1,female,21.3
S,0,8351,"Hill, Rev. Mark",2,male,31.5
S,1,8352,"Greene, Dr. Brianna",2,female,20.3
S,0,8353,"Jones, Rev. David",3,male,25.2
Q,0,8354,"Schmitt, Col. James",1,male,57.8
C,1,8355,"Rodriguez, Dr. Cynthia",1,female,14.7
Q,0,8356,"Alexander, Mrs. Brittany",3,female,24.3
S,1,8357,"Miller, Mrs. Carmen",1,female,37.4
S,0,8358,"Brooks, Sir. Joshua",2,male,39.6
S,1,8359,"Carrillo, Dr. Terri",1,female,38.9
Q,1,8360,"Hanson, Miss. Allison",2,female,10.7
S,0,8361,"Welch, Rev. James",1,male,60.1
C,0,8362,"Baker, Major. Daniel",2,male,9.3
S,0,8363,"Martinez, Rev. Bradley",1,male,45.1
Q,1,8364,"Robinson, Dr. Zachary",2,male,35.4
S,1,8365,"Ferrell, Lady. Connie",3,female,9.4
C,1,8366,"Weaver, Countess. Karen",3,female,22.9
S,0,8367,"Ramirez, Rev. Andrew",2,male,32.6
S,1,8368,"Marshall, Lady. Brooke",1,female,19.7
S,0,8369,"Thomas, Countess. Stephanie",3,female,19.6
S,1,8370,"Palmer, Dr. Terri",3,female,0.3
C,0,8371,"Rogers, Dr. Douglas",3,male,38.0
S,1,8372,"Moran, Mr. Kevin",1,male,57.4
Q,0,8373,"Bautista, Sir. Chase",3,male,22.9
S,1,8374,"Henderson, Col. Anthony",1,male,44.1
S,1,8375,"Howell, Mr. Justin",3,male,48.0
S,0,8376,"Bond, Col. Shane",1,male,28.7
Q,0,8377,"Gilbert, Rev. Mitchell",2,male,25.2
